class_id,teacher_id,name,time
9141,898824,class 2502,TT 1530-1645
6948,197923,class 2503,TT 1530-1645
4539,178765,class 2504,TT 1530-1645
5467,997292,class 2505,TT 1530-1645
6322,425816,class 2506,TT 1530-1645
9677,449969,class 2507,TT 1530-1645
4659,129888,class 2508,TT 1530-1645
8843,171178,class 2509,TT 1530-1645
5919,616715,class 2510,TT 1530-1645
4218,244666,class 2511,TT 1530-1645
9619,258133,class 2512,TT 1530-1645
4497,642152,class 2513,TT 1530-1645
6565,513249,class 2514,TT 1530-1645
9956,838464,class 2515,TT 1530-1645
7849,447398,class 2516,TT 1530-1645
3617,976337,class 2517,TT 1530-1645
3743,328328,class 2518,TT 1530-1645
5424,449264,class 2519,TT 1530-1645
9243,323912,class 2520,TT 1530-1645
9663,257533,class 2521,TT 1530-1645
5322,425816,class 2522,TT 1530-1645
8142,484344,class 2523,TT 1530-1645
4638,258133,class 2524,TT 1530-1645
6672,672273,class 2525,TT 1530-1645
3733,913123,class 2526,TT 1530-1645
1137,642152,class 2527,TT 1530-1645
2585,634195,class 2528,TT 1530-1645
3567,133651,class 2529,TT 1530-1645
4591,913123,class 2530,TT 1530-1645
2818,513249,class 2531,TT 1530-1645
7936,292631,class 2532,TT 1530-1645
5399,562489,class 2533,TT 1530-1645
7785,133651,class 2534,TT 1530-1645
1999,699727,class 2535,TT 1530-1645
8533,257533,class 2536,TT 1530-1645
8755,257533,class 2537,TT 1530-1645
1919,326466,class 2538,TT 1530-1645
9459,235917,class 2539,TT 1530-1645
5916,129888,class 2540,TT 1530-1645
5466,634195,class 2541,TT 1530-1645
8741,298774,class 2542,TT 1530-1645
1279,786731,class 2543,TT 1530-1645
3975,786731,class 2544,TT 1530-1645
4465,786214,class 2545,TT 1530-1645
2894,197923,class 2546,TT 1530-1645
1442,641631,class 2547,TT 1530-1645
7633,244666,class 2548,TT 1530-1645
2224,344691,class 2549,TT 1530-1645
1949,616715,class 2550,TT 1530-1645
1717,634195,class 2551,TT 1530-1645
7186,345323,class 2552,TT 1530-1645
3891,257533,class 2553,TT 1530-1645
1826,641631,class 2554,TT 1530-1645
8149,344691,class 2555,TT 1530-1645
9672,818383,class 2556,TT 1530-1645
7959,449264,class 2557,TT 1530-1645
4771,818789,class 2558,TT 1530-1645
1879,763263,class 2559,TT 1530-1645
5392,838464,class 2560,TT 1530-1645
7298,336739,class 2561,TT 1530-1645
5857,244666,class 2562,TT 1530-1645
4831,642152,class 2563,TT 1530-1645
5672,484344,class 2564,TT 1530-1645
8252,449969,class 2565,TT 1530-1645
5853,449264,class 2566,TT 1530-1645
2836,178765,class 2567,TT 1530-1645
6915,336739,class 2568,TT 1530-1645
7491,187298,class 2569,TT 1530-1645
3323,187298,class 2570,TT 1530-1645
6399,112555,class 2571,TT 1530-1645
7518,786731,class 2572,TT 1530-1645
9366,818383,class 2573,TT 1530-1645
7353,793639,class 2574,TT 1530-1645
8829,242556,class 2575,TT 1530-1645
9312,838464,class 2576,TT 1530-1645
2348,173915,class 2577,TT 1530-1645
8999,641631,class 2578,TT 1530-1645
1548,323912,class 2579,TT 1530-1645
6652,976337,class 2580,TT 1530-1645
7847,997292,class 2581,TT 1530-1645
2344,258133,class 2582,TT 1530-1645
7937,323912,class 2583,TT 1530-1645
9855,244666,class 2584,TT 1530-1645
5744,223682,class 2585,TT 1530-1645
5428,223682,class 2586,TT 1530-1645
4384,898824,class 2587,TT 1530-1645
4543,449969,class 2588,TT 1530-1645
8656,326466,class 2589,TT 1530-1645
4756,184795,class 2590,TT 1530-1645
5418,699727,class 2591,TT 1530-1645
9467,326466,class 2592,TT 1530-1645
1559,345323,class 2593,TT 1530-1645
2665,642152,class 2594,TT 1530-1645
6712,786731,class 2595,TT 1530-1645
7822,454321,class 2596,TT 1530-1645
9332,513249,class 2597,TT 1530-1645
5256,913123,class 2598,TT 1530-1645
1737,336739,class 2599,TT 1530-1645
7296,171178,class 2600,TT 1530-1645
3238,699727,class 2601,TT 1530-1645
7473,641631,class 2602,TT 1530-1645
9253,786731,class 2603,TT 1530-1645
5984,786214,class 2604,TT 1530-1645
9416,165726,class 2605,TT 1530-1645
5617,447398,class 2606,TT 1530-1645
8436,793639,class 2607,TT 1530-1645
7652,447398,class 2608,TT 1530-1645
8728,876877,class 2609,TT 1530-1645
4182,621115,class 2610,TT 1530-1645
5753,129888,class 2611,TT 1530-1645
6636,648451,class 2612,TT 1530-1645
2138,876877,class 2613,TT 1530-1645
8832,298774,class 2614,TT 1530-1645
8277,178765,class 2615,TT 1530-1645
3595,257533,class 2616,TT 1530-1645
5327,648451,class 2617,TT 1530-1645
3779,748959,class 2618,TT 1530-1645
7232,187298,class 2619,TT 1530-1645
2739,235917,class 2620,TT 1530-1645
2746,187298,class 2621,TT 1530-1645
7919,642152,class 2622,TT 1530-1645
5979,336739,class 2623,TT 1530-1645
3446,641631,class 2624,TT 1530-1645
7938,699727,class 2625,TT 1530-1645
5184,648451,class 2626,TT 1530-1645
3152,621115,class 2627,TT 1530-1645
7972,699727,class 2628,TT 1530-1645
4741,415814,class 2629,TT 1530-1645
2854,197923,class 2630,TT 1530-1645
1927,425816,class 2631,TT 1530-1645
8778,336739,class 2632,TT 1530-1645
1937,634195,class 2633,TT 1530-1645
9717,642152,class 2634,TT 1530-1645
6695,292631,class 2635,TT 1530-1645
1869,328328,class 2636,TT 1530-1645
8928,223682,class 2637,TT 1530-1645
5282,197923,class 2638,TT 1530-1645
7649,184795,class 2639,TT 1530-1645
3915,616715,class 2640,TT 1530-1645
3862,958567,class 2641,TT 1530-1645
6467,178765,class 2642,TT 1530-1645
1269,126421,class 2643,TT 1530-1645
8273,699727,class 2644,TT 1530-1645
9336,197923,class 2645,TT 1530-1645
2921,415814,class 2646,TT 1530-1645
8154,616715,class 2647,TT 1530-1645
5578,345323,class 2648,TT 1530-1645
6244,513249,class 2649,TT 1530-1645
4848,344691,class 2650,TT 1530-1645
7223,173915,class 2651,TT 1530-1645
7824,133651,class 2652,TT 1530-1645
5188,454321,class 2653,TT 1530-1645
9611,621115,class 2654,TT 1530-1645
9977,913123,class 2655,TT 1530-1645
9985,976337,class 2656,TT 1530-1645
7759,634195,class 2657,TT 1530-1645
1633,187298,class 2658,TT 1530-1645
9246,793639,class 2659,TT 1530-1645
3232,838464,class 2660,TT 1530-1645
8777,688938,class 2661,TT 1530-1645
1367,129888,class 2662,TT 1530-1645
2278,699727,class 2663,TT 1530-1645
8227,336739,class 2664,TT 1530-1645
9735,642152,class 2665,TT 1530-1645
5913,242556,class 2666,TT 1530-1645
1479,223682,class 2667,TT 1530-1645
3397,258133,class 2668,TT 1530-1645
8254,242556,class 2669,TT 1530-1645
3962,688938,class 2670,TT 1530-1645
3948,235917,class 2671,TT 1530-1645
2342,449969,class 2672,TT 1530-1645
8152,913123,class 2673,TT 1530-1645
5667,642152,class 2674,TT 1530-1645
6599,258133,class 2675,TT 1530-1645
3289,171178,class 2676,TT 1530-1645
7161,478916,class 2677,TT 1530-1645
1799,997292,class 2678,TT 1530-1645
6528,323912,class 2679,TT 1530-1645
8967,513249,class 2680,TT 1530-1645
6973,184795,class 2681,TT 1530-1645
6785,484344,class 2682,TT 1530-1645
6994,818789,class 2683,TT 1530-1645
5849,336739,class 2684,TT 1530-1645
3466,454321,class 2685,TT 1530-1645
5663,133651,class 2686,TT 1530-1645
3529,786731,class 2687,TT 1530-1645
9712,326466,class 2688,TT 1530-1645
6486,298774,class 2689,TT 1530-1645
1378,165726,class 2690,TT 1530-1645
2284,672273,class 2691,TT 1530-1645
9911,292631,class 2692,TT 1530-1645
3656,292631,class 2693,TT 1530-1645
5881,184795,class 2694,TT 1530-1645
1275,616715,class 2695,TT 1530-1645
6239,793639,class 2696,TT 1530-1645
7679,484344,class 2697,TT 1530-1645
6984,345323,class 2698,TT 1530-1645
4121,487544,class 2699,TT 1530-1645
7418,876877,class 2700,TT 1530-1645
9925,478916,class 2701,TT 0930-1045
5277,126421,class 2702,TT 0930-1045
7453,786731,class 2703,TT 0930-1045
6892,838464,class 2704,TT 0930-1045
7973,187298,class 2705,TT 0930-1045
6571,328328,class 2706,TT 0930-1045
7954,447398,class 2707,TT 0930-1045
4622,818383,class 2708,TT 0930-1045
7862,178765,class 2709,TT 0930-1045
5117,484344,class 2710,TT 0930-1045
4292,336739,class 2711,TT 0930-1045
9519,171178,class 2712,TT 0930-1045
8461,257533,class 2713,TT 0930-1045
5792,454321,class 2714,TT 0930-1045
5673,648451,class 2715,TT 0930-1045
7358,415814,class 2716,TT 0930-1045
3398,292631,class 2717,TT 0930-1045
6589,786214,class 2718,TT 0930-1045
7669,818383,class 2719,TT 0930-1045
1282,129888,class 2720,TT 0930-1045
2645,171178,class 2721,TT 0930-1045
3343,763263,class 2722,TT 0930-1045
5475,173915,class 2723,TT 0930-1045
5798,786731,class 2724,TT 0930-1045
1438,876877,class 2725,TT 0930-1045
8776,793639,class 2726,TT 0930-1045
6624,791843,class 2727,TT 0930-1045
2876,648451,class 2728,TT 0930-1045
3894,487544,class 2729,TT 0930-1045
2798,876877,class 2730,TT 0930-1045
3422,818789,class 2731,TT 0930-1045
2627,126421,class 2732,TT 0930-1045
8511,197923,class 2733,TT 0930-1045
7718,913123,class 2734,TT 0930-1045
3549,786731,class 2735,TT 0930-1045
7476,621115,class 2736,TT 0930-1045
6255,699727,class 2737,TT 0930-1045
1649,913123,class 2738,TT 0930-1045
8441,648451,class 2739,TT 0930-1045
3312,197923,class 2740,TT 0930-1045
9343,898824,class 2741,TT 0930-1045
9848,345323,class 2742,TT 0930-1045
9774,958567,class 2743,TT 0930-1045
8937,336739,class 2744,TT 0930-1045
5737,126421,class 2745,TT 0930-1045
8637,997292,class 2746,TT 0930-1045
2164,818383,class 2747,TT 0930-1045
4281,699727,class 2748,TT 0930-1045
1292,326466,class 2749,TT 0930-1045
7594,112555,class 2750,TT 0930-1045
3657,648451,class 2751,TT 0930-1045
5961,958567,class 2752,TT 0930-1045
6497,126421,class 2753,TT 0930-1045
5761,242556,class 2754,TT 0930-1045
9499,257533,class 2755,TT 0930-1045
2968,223682,class 2756,TT 0930-1045
4546,323912,class 2757,TT 0930-1045
8912,699727,class 2758,TT 0930-1045
4168,616715,class 2759,TT 0930-1045
1287,876877,class 2760,TT 0930-1045
3847,173915,class 2761,TT 0930-1045
6937,876877,class 2762,TT 0930-1045
8124,818789,class 2763,TT 0930-1045
8823,178765,class 2764,TT 0930-1045
7524,244666,class 2765,TT 0930-1045
9763,562489,class 2766,TT 0930-1045
7967,838464,class 2767,TT 0930-1045
6588,344691,class 2768,TT 0930-1045
1492,171178,class 2769,TT 0930-1045
3341,235917,class 2770,TT 0930-1045
1738,344691,class 2771,TT 0930-1045
7861,184795,class 2772,TT 0930-1045
5119,449969,class 2773,TT 0930-1045
4769,257533,class 2774,TT 0930-1045
7885,562489,class 2775,TT 0930-1045
9485,292631,class 2776,TT 0930-1045
8519,616715,class 2777,TT 0930-1045
4861,425816,class 2778,TT 0930-1045
2855,242556,class 2779,TT 0930-1045
4873,184795,class 2780,TT 0930-1045
1666,129888,class 2781,TT 0930-1045
2938,478916,class 2782,TT 0930-1045
9754,958567,class 2783,TT 0930-1045
6629,449264,class 2784,TT 0930-1045
5314,958567,class 2785,TT 0930-1045
3686,323912,class 2786,TT 0930-1045
3886,244666,class 2787,TT 0930-1045
9157,173915,class 2788,TT 0930-1045
3384,173915,class 2789,TT 0930-1045
1134,223682,class 2790,TT 0930-1045
2359,478916,class 2791,TT 0930-1045
1795,328328,class 2792,TT 0930-1045
9572,323912,class 2793,TT 0930-1045
5479,763263,class 2794,TT 0930-1045
8956,425816,class 2795,TT 0930-1045
4798,415814,class 2796,TT 0930-1045
8321,648451,class 2797,TT 0930-1045
5958,235917,class 2798,TT 0930-1045
4181,997292,class 2799,TT 0930-1045
1661,913123,class 2800,TT 0930-1045
3391,748959,class 2801,TT 0930-1045
9596,763263,class 2802,TT 0930-1045
1384,748959,class 2803,TT 0930-1045
9914,786214,class 2804,TT 0930-1045
2395,112555,class 2805,TT 0930-1045
4644,173915,class 2806,TT 0930-1045
5238,793639,class 2807,TT 0930-1045
1244,223682,class 2808,TT 0930-1045
8983,763263,class 2809,TT 0930-1045
4847,447398,class 2810,TT 0930-1045
3627,791843,class 2811,TT 0930-1045
5151,171178,class 2812,TT 0930-1045
8274,793639,class 2813,TT 0930-1045
3622,235917,class 2814,TT 0930-1045
5397,763263,class 2815,TT 0930-1045
2477,223682,class 2816,TT 0930-1045
9564,786214,class 2817,TT 0930-1045
3942,748959,class 2818,TT 0930-1045
8836,958567,class 2819,TT 0930-1045
7574,688938,class 2820,TT 0930-1045
2184,345323,class 2821,TT 0930-1045
4664,425816,class 2822,TT 0930-1045
1348,648451,class 2823,TT 0930-1045
5929,641631,class 2824,TT 0930-1045
8158,323912,class 2825,TT 0930-1045
5839,621115,class 2826,TT 0930-1045
4447,344691,class 2827,TT 0930-1045
8769,336739,class 2828,TT 0930-1045
1148,634195,class 2829,TT 0930-1045
5584,257533,class 2830,TT 0930-1045
2663,818383,class 2831,TT 0930-1045
6641,562489,class 2832,TT 0930-1045
8966,454321,class 2833,TT 0930-1045
2756,178765,class 2834,TT 0930-1045
4256,648451,class 2835,TT 0930-1045
3639,126421,class 2836,TT 0930-1045
7872,344691,class 2837,TT 0930-1045
1895,449969,class 2838,TT 0930-1045
5363,748959,class 2839,TT 0930-1045
9667,112555,class 2840,TT 0930-1045
3728,786214,class 2841,TT 0930-1045
8284,913123,class 2842,TT 0930-1045
2133,344691,class 2843,TT 0930-1045
5113,672273,class 2844,TT 0930-1045
5484,323912,class 2845,TT 0930-1045
3366,415814,class 2846,TT 0930-1045
2752,258133,class 2847,TT 0930-1045
6867,621115,class 2848,TT 0930-1045
8275,328328,class 2849,TT 0930-1045
4474,876877,class 2850,TT 0930-1045
2381,634195,class 2851,TT 0930-1045
6414,478916,class 2852,TT 0930-1045
2511,688938,class 2853,TT 0930-1045
5646,235917,class 2854,TT 0930-1045
7627,791843,class 2855,TT 0930-1045
8343,672273,class 2856,TT 0930-1045
2681,178765,class 2857,TT 0930-1045
6576,415814,class 2858,TT 0930-1045
9113,223682,class 2859,TT 0930-1045
2632,323912,class 2860,TT 0930-1045
4358,165726,class 2861,TT 0930-1045
8159,133651,class 2862,TT 0930-1045
9426,165726,class 2863,TT 0930-1045
4838,112555,class 2864,TT 0930-1045
1215,126421,class 2865,TT 0930-1045
7837,478916,class 2866,TT 0930-1045
3418,336739,class 2867,TT 0930-1045
9367,793639,class 2868,TT 0930-1045
8118,244666,class 2869,TT 0930-1045
9147,763263,class 2870,TT 0930-1045
7858,786731,class 2871,TT 0930-1045
9593,786731,class 2872,TT 0930-1045
8473,178765,class 2873,TT 0930-1045
9175,562489,class 2874,TT 0930-1045
8256,112555,class 2875,TT 0930-1045
2693,425816,class 2876,TT 0930-1045
5848,958567,class 2877,TT 0930-1045
1383,876877,class 2878,TT 0930-1045
5564,688938,class 2879,TT 0930-1045
6441,257533,class 2880,TT 0930-1045
1938,699727,class 2881,TT 0930-1045
5585,958567,class 2882,TT 0930-1045
5671,793639,class 2883,TT 0930-1045
1431,898824,class 2884,TT 0930-1045
4985,562489,class 2885,TT 0930-1045
7888,235917,class 2886,TT 0930-1045
7856,171178,class 2887,TT 0930-1045
2247,326466,class 2888,TT 0930-1045
6736,184795,class 2889,TT 0930-1045
8919,634195,class 2890,TT 0930-1045
9275,997292,class 2891,TT 0930-1045
4744,129888,class 2892,TT 0930-1045
9739,235917,class 2893,TT 0930-1045
2362,478916,class 2894,TT 0930-1045
1711,257533,class 2895,TT 0930-1045
9448,913123,class 2896,TT 0930-1045
4774,197923,class 2897,TT 0930-1045
3749,187298,class 2898,TT 0930-1045
5195,415814,class 2899,TT 0930-1045
8359,513249,class 2900,TT 0930-1045
4428,184795,class 2901,TT 0930-1045
5158,793639,class 2902,TT 0930-1045
3178,672273,class 2903,TT 0930-1045
3786,449264,class 2904,TT 0930-1045
7496,791843,class 2905,TT 0930-1045
9686,449264,class 2906,TT 0930-1045
9767,454321,class 2907,TT 0930-1045
3525,165726,class 2908,TT 0930-1045
9879,449969,class 2909,TT 0930-1045
9652,484344,class 2910,TT 0930-1045
7723,165726,class 2911,TT 0930-1045
1625,171178,class 2912,TT 0930-1045
1558,634195,class 2913,TT 0930-1045
4868,748959,class 2914,TT 0930-1045
6551,258133,class 2915,TT 0930-1045
6377,763263,class 2916,TT 0930-1045
9162,818789,class 2917,TT 0930-1045
8271,223682,class 2918,TT 0930-1045
4623,197923,class 2919,TT 0930-1045
8127,478916,class 2920,TT 0930-1045
4762,184795,class 2921,TT 0930-1045
7423,344691,class 2922,TT 0930-1045
8296,425816,class 2923,TT 0930-1045
9214,484344,class 2924,TT 0930-1045
1311,454321,class 2925,TT 0930-1045
2848,257533,class 2926,TT 0930-1045
4283,171178,class 2927,TT 0930-1045
9778,323912,class 2928,TT 0930-1045
7143,484344,class 2929,TT 0930-1045
9664,257533,class 2930,TT 0930-1045
7716,345323,class 2931,TT 0930-1045
8378,958567,class 2932,TT 0930-1045
1969,699727,class 2933,TT 0930-1045
6276,793639,class 2934,TT 0930-1045
9487,763263,class 2935,TT 0930-1045
8586,244666,class 2936,TT 0930-1045
1356,634195,class 2937,TT 0930-1045
3842,621115,class 2938,TT 0930-1045
7378,487544,class 2939,TT 0930-1045
8719,454321,class 2940,TT 0930-1045
1535,242556,class 2941,TT 0930-1045
2982,876877,class 2942,TT 0930-1045
2782,292631,class 2943,TT 0930-1045
4733,748959,class 2944,TT 0930-1045
6412,642152,class 2945,TT 0930-1045
5222,786214,class 2946,TT 0930-1045
7124,487544,class 2947,TT 0930-1045
9359,178765,class 2948,TT 0930-1045
6391,323912,class 2949,TT 0930-1045
2738,187298,class 2950,TT 0930-1045
1198,133651,class 2951,TT 0930-1045
6457,699727,class 2952,TT 0930-1045
8761,187298,class 2953,TT 0930-1045
9124,449264,class 2954,TT 0930-1045
3922,235917,class 2955,TT 0930-1045
1566,898824,class 2956,TT 0930-1045
7961,336739,class 2957,TT 0930-1045
2716,642152,class 2958,TT 0930-1045
2389,344691,class 2959,TT 0930-1045
7548,223682,class 2960,TT 0930-1045
6492,323912,class 2961,TT 0930-1045
8857,298774,class 2962,TT 0930-1045
3923,323912,class 2963,TT 0930-1045
3959,748959,class 2964,TT 0930-1045
9267,425816,class 2965,TT 0930-1045
7342,298774,class 2966,TT 0930-1045
2871,997292,class 2967,TT 0930-1045
6893,976337,class 2968,TT 0930-1045
5937,478916,class 2969,TT 0930-1045
2556,786731,class 2970,TT 0930-1045
6483,415814,class 2971,TT 0930-1045
8187,838464,class 2972,TT 0930-1045
4885,292631,class 2973,TT 0930-1045
4697,425816,class 2974,TT 0930-1045
2139,818789,class 2975,TT 0930-1045
9661,616715,class 2976,TT 0930-1045
2967,129888,class 2977,TT 0930-1045
1845,976337,class 2978,TT 0930-1045
9178,616715,class 2979,TT 0930-1045
6621,449969,class 2980,TT 0930-1045
4362,323912,class 2981,TT 0930-1045
5878,876877,class 2982,TT 0930-1045
5669,748959,class 2983,TT 0930-1045
4799,642152,class 2984,TT 0930-1045
4515,425816,class 2985,TT 0930-1045
1665,425816,class 2986,TT 0930-1045
3523,562489,class 2987,TT 0930-1045
1796,818789,class 2988,TT 0930-1045
1882,818789,class 2989,TT 0930-1045
8758,258133,class 2990,TT 0930-1045
7371,562489,class 2991,TT 0930-1045
1668,786731,class 2992,TT 0930-1045
1357,621115,class 2993,TT 0930-1045
8931,257533,class 2994,TT 0930-1045
7348,562489,class 2995,TT 0930-1045
1778,336739,class 2996,TT 0930-1045
9762,328328,class 2997,TT 0930-1045
3486,257533,class 2998,TT 0930-1045
4699,688938,class 2999,TT 0930-1045
9558,786731,class 3000,TT 0930-1045
5539,876877,class 3001,TT 0930-1045
1871,184795,class 3002,TT 0930-1045
2668,242556,class 3003,TT 0930-1045
4228,621115,class 3004,TT 0930-1045
6372,791843,class 3005,TT 0930-1045
9791,478916,class 3006,TT 0930-1045
6496,513249,class 3007,TT 0930-1045
7871,336739,class 3008,TT 0930-1045
3853,344691,class 3009,TT 0930-1045
3881,292631,class 3010,TT 0930-1045
9152,699727,class 3011,TT 0930-1045
5488,173915,class 3012,TT 0930-1045
1242,112555,class 3013,TT 0930-1045
2313,648451,class 3014,TT 0930-1045
7698,786214,class 3015,TT 0930-1045
8938,898824,class 3016,TT 0930-1045
8216,898824,class 3017,TT 0930-1045
8625,323912,class 3018,TT 0930-1045
1679,898824,class 3019,TT 0930-1045
3824,818383,class 3020,TT 0930-1045
4654,818383,class 3021,TT 0930-1045
9148,323912,class 3022,TT 0930-1045
8354,454321,class 3023,TT 0930-1045
8463,876877,class 3024,TT 0930-1045
3359,913123,class 3025,TT 0930-1045
5556,235917,class 3026,TT 0930-1045
3162,621115,class 3027,TT 0930-1045
6349,997292,class 3028,TT 0930-1045
3517,244666,class 3029,TT 0930-1045
3573,242556,class 3030,TT 0930-1045
8973,258133,class 3031,TT 0930-1045
1822,454321,class 3032,TT 0930-1045
1977,791843,class 3033,TT 0930-1045
2959,793639,class 3034,TT 0930-1045
6461,112555,class 3035,TT 0930-1045
8469,793639,class 3036,TT 0930-1045
4284,642152,class 3037,TT 0930-1045
6189,326466,class 3038,TT 0930-1045
5772,328328,class 3039,TT 0930-1045
6567,223682,class 3040,TT 0930-1045
3388,484344,class 3041,TT 0930-1045
2444,513249,class 3042,TT 0930-1045
8475,326466,class 3043,TT 0930-1045
5531,818383,class 3044,TT 0930-1045
8381,328328,class 3045,TT 0930-1045
8859,129888,class 3046,TT 0930-1045
8195,648451,class 3047,TT 0930-1045
7579,642152,class 3048,TT 0930-1045
1563,634195,class 3049,TT 0930-1045
4532,688938,class 3050,TT 0930-1045
6393,621115,class 3051,TT 0930-1045
6662,345323,class 3052,TT 0930-1045
3172,699727,class 3053,TT 0930-1045
6448,133651,class 3054,TT 0930-1045
5225,699727,class 3055,TT 0930-1045
5523,763263,class 3056,TT 0930-1045
8677,449969,class 3057,TT 0930-1045
3444,484344,class 3058,TT 0930-1045
4472,173915,class 3059,TT 0930-1045
8247,793639,class 3060,TT 0930-1045
5562,672273,class 3061,TT 0930-1045
7345,487544,class 3062,TT 0930-1045
8386,786214,class 3063,TT 0930-1045
7494,818789,class 3064,TT 0930-1045
2729,913123,class 3065,TT 0930-1045
7791,173915,class 3066,TT 0930-1045
9844,345323,class 3067,TT 0930-1045
2776,242556,class 3068,TT 0930-1045
8688,326466,class 3069,TT 0930-1045
1732,258133,class 3070,TT 0930-1045
1866,129888,class 3071,TT 0930-1045
8679,621115,class 3072,TT 0930-1045
3937,415814,class 3073,TT 0930-1045
1641,913123,class 3074,TT 0930-1045
8353,791843,class 3075,TT 0930-1045
6226,235917,class 3076,TT 0930-1045
5317,487544,class 3077,TT 0930-1045
4753,786214,class 3078,TT 0930-1045
7717,235917,class 3079,TT 0930-1045
2949,454321,class 3080,TT 0930-1045
8391,958567,class 3081,TT 0930-1045
9845,235917,class 3082,TT 0930-1045
7815,513249,class 3083,TT 0930-1045
7248,171178,class 3084,TT 0930-1045
4382,292631,class 3085,TT 0930-1045
3958,323912,class 3086,TT 0930-1045
8437,323912,class 3087,TT 0930-1045
9649,197923,class 3088,TT 0930-1045
1336,997292,class 3089,TT 0930-1045
8362,976337,class 3090,TT 0930-1045
4552,165726,class 3091,TT 0930-1045
9642,178765,class 3092,TT 0930-1045
5643,672273,class 3093,TT 0930-1045
2225,133651,class 3094,TT 0930-1045
2958,748959,class 3095,TT 0930-1045
3424,258133,class 3096,TT 0930-1045
7632,345323,class 3097,TT 0930-1045
2788,616715,class 3098,TT 0930-1045
8866,171178,class 3099,TT 0930-1045
9475,197923,class 3100,TT 0930-1045
3764,958567,class 3101,TT 0930-1045
2387,642152,class 3102,TT 0930-1045
7168,235917,class 3103,TT 0930-1045
3399,997292,class 3104,TT 0930-1045
9915,112555,class 3105,TT 0930-1045
3773,328328,class 3106,TT 0930-1045
1448,323912,class 3107,TT 0930-1045
2558,793639,class 3108,TT 0930-1045
3895,223682,class 3109,TT 0930-1045
9769,171178,class 3110,TT 0930-1045
2784,634195,class 3111,TT 0930-1045
9675,447398,class 3112,TT 0930-1045
8736,235917,class 3113,TT 0930-1045
9457,133651,class 3114,TT 0930-1045
8934,786731,class 3115,TT 0930-1045
3732,326466,class 3116,TT 0930-1045
6116,257533,class 3117,TT 0930-1045
6764,292631,class 3118,TT 0930-1045
5971,344691,class 3119,TT 0930-1045
3778,223682,class 3120,TT 0930-1045
8128,672273,class 3121,TT 0930-1045
7851,484344,class 3122,TT 0930-1045
3944,648451,class 3123,TT 0930-1045
7218,763263,class 3124,TT 0930-1045
5982,478916,class 3125,TT 0930-1045
5298,791843,class 3126,TT 0930-1045
6752,112555,class 3127,TT 0930-1045
7838,642152,class 3128,TT 0930-1045
7784,699727,class 3129,TT 0930-1045
9722,976337,class 3130,TT 0930-1045
2257,876877,class 3131,TT 0930-1045
6814,415814,class 3132,TT 0930-1045
2833,178765,class 3133,TT 0930-1045
8599,634195,class 3134,TT 0930-1045
5497,415814,class 3135,TT 0930-1045
1313,323912,class 3136,TT 0930-1045
4595,126421,class 3137,TT 0930-1045
6687,242556,class 3138,TT 0930-1045
6351,484344,class 3139,TT 0930-1045
6468,244666,class 3140,TT 0930-1045
2734,641631,class 3141,TT 0930-1045
1842,415814,class 3142,TT 0930-1045
7842,478916,class 3143,TT 0930-1045
2467,171178,class 3144,TT 0930-1045
5842,345323,class 3145,TT 0930-1045
7242,449969,class 3146,TT 0930-1045
9372,184795,class 3147,TT 0930-1045
5283,449969,class 3148,TT 0930-1045
4386,513249,class 3149,TT 0930-1045
5247,699727,class 3150,TT 0930-1045
5491,326466,class 3151,TT 1100-1215
6771,244666,class 3152,TT 1100-1215
7295,242556,class 3153,TT 1100-1215
9235,292631,class 3154,TT 1100-1215
3725,178765,class 3155,TT 1100-1215
8949,173915,class 3156,TT 1100-1215
4579,913123,class 3157,TT 1100-1215
4518,187298,class 3158,TT 1100-1215
4342,699727,class 3159,TT 1100-1215
3666,786731,class 3160,TT 1100-1215
6617,323912,class 3161,TT 1100-1215
8621,562489,class 3162,TT 1100-1215
4866,818789,class 3163,TT 1100-1215
1686,513249,class 3164,TT 1100-1215
7365,478916,class 3165,TT 1100-1215
2386,112555,class 3166,TT 1100-1215
4814,112555,class 3167,TT 1100-1215
8457,344691,class 3168,TT 1100-1215
9181,786731,class 3169,TT 1100-1215
7433,642152,class 3170,TT 1100-1215
1991,621115,class 3171,TT 1100-1215
7673,699727,class 3172,TT 1100-1215
9946,672273,class 3173,TT 1100-1215
6881,641631,class 3174,TT 1100-1215
8348,487544,class 3175,TT 1100-1215
5684,184795,class 3176,TT 1100-1215
4895,793639,class 3177,TT 1100-1215
4236,642152,class 3178,TT 1100-1215
4249,487544,class 3179,TT 1100-1215
8287,699727,class 3180,TT 1100-1215
4757,187298,class 3181,TT 1100-1215
8373,786214,class 3182,TT 1100-1215
4381,958567,class 3183,TT 1100-1215
2457,838464,class 3184,TT 1100-1215
1386,786731,class 3185,TT 1100-1215
9565,223682,class 3186,TT 1100-1215
1178,699727,class 3187,TT 1100-1215
8267,976337,class 3188,TT 1100-1215
2357,298774,class 3189,TT 1100-1215
2122,244666,class 3190,TT 1100-1215
8721,838464,class 3191,TT 1100-1215
6224,913123,class 3192,TT 1100-1215
7713,898824,class 3193,TT 1100-1215
1485,763263,class 3194,TT 1100-1215
3318,425816,class 3195,TT 1100-1215
3663,326466,class 3196,TT 1100-1215
1234,178765,class 3197,TT 1100-1215
7625,786214,class 3198,TT 1100-1215
2472,876877,class 3199,TT 1100-1215
2631,641631,class 3200,TT 1100-1215
